ID,NAME,CATEGORY,CHECK-IN,LAT,LONG
4ead7c5f02d5cf33fa6f9014,ø¿™_™ƒ™šø_ | DIMOS,Furniture / Home Store,170,24.70289333,46.76945267
4ead7c5f02d5cf33fa6f9014,City.W | ø_øÈ™_ ø¿øÂ™‹™_™š,Furniture / Home Store,1091,24.72637184,46.75494545
5229e9e6498e14e4533bca01,IKEA Swediah Food Market | ø_™š™‰ ø_™_™€™_ø_ ™‹™‹ø£ø‡ø_™ƒø© ø_™‹ø_™š™_ø¿™_ø©,Market,197,24.65980401,46.78704551
4e663c9c7d8b85408b4502ca,Applebee's | ø_øÂ™‹ øÂ™_ø_,Grocery Store,1524,24.65870994,46.78367579
4e663c9c7d8b85408b4502ca,Starbucks | ø_øÈø_ø±øÂ™€ø_,Grocery Store,637,24.66014181,46.78308032
4dd69987b0fb8af38070e940,Center Point,Department Store,205,24.66012502,46.78289601
4dd69987b0fb8af38070e940,Hyper Panda ™ˆø_™_øÂø± øÂ™Êø¿™ˆ,Department Store,946,24.65944826,46.78394517
4dd69987b0fb8af38070e940,Remal Center Mall | ø_™‹ø±™ƒø_™‹ ø_™ÊøÈø±,Department Store,1943,24.66007294,46.78375141
4e8db67782319c780c61818b,Dunkin' Donuts ø¿ø_™Ê™€™Ê ø¿™š™ÊøÈø_,Coffee Shop,7342,24.73049903,46.67160206
5298688b498ecb8271e30ab9,Caffí© Bene | ™€ø_™™_™ˆ øÂ™_™Ê™_,Resraurant,6860,24.71736769,46.65875423
5298688b498ecb8271e30ab9,GODIVA | øå™šø¿ø_™_˜_ø_,Resraurant,7304,24.71875583,46.65805654
4f05abfab8f7dcbb400bac99,Patchi,Dessert Shop,1072,24.71813208,46.65852795
4ea56ab7b80355a982f8cfa3,Makani Restaurant | ™ƒø‡ø_™ƒ ™ƒ™€ø_™Ê™_,Restaurant,3984,24.72473904,46.65747199
4ea56ab7b80355a982f8cfa3,Al-Masaa | ø_™‹™ƒø_ø_øç,Restaurant,7365,24.72776919,46.66328949
4ea56ab7b80355a982f8cfa3,Java Time | øåø_™ø_ øÈø_™_™ƒ,Restaurant,9227,24.72574443,46.65949345
4c2378557e85c9283495bd21,Dr.Cafe / Drive Thru,Coffee Shop,754,24.72568297,46.66017794
4c2378557e85c9283495bd21,Shayah Iranian Restaurant,Coffee Shop,1943,24.72537462,46.65907008
51756c70e4b0182f6ca786f4,ø¿™šø_ø± ™ƒø_øÈøÇ™™Š ø_™‹™ƒ™ƒ™‹™€ø©,Road,1356,24.80171389,46.65369616
51756c70e4b0182f6ca786f4,King Abdulaziz & Saud Ibn Muqrin Roundabout | ø¿™šø_ø± ø_™‹ø±øÂ™_ø_,Road,1211,24.78667244,46.65900408
51756c70e4b0182f6ca786f4,Elevation Burger | ø_™‹™_™™_øÇ™Ê øÂø±™‰ø±,Road,6058,24.79857591,46.65438116
51829721498ef3589c3c04a5,Dairy Queen ø¿™_ø±™_ ™€™š™_™Ê,Resraurant,105,24.78106335,46.73037164
4ea9bbd302d52c460a8980d5,Subway | øµøÂ ™š™_,Resraurant,2503,24.78716742,46.66053623
4ea9bbd302d52c460a8980d5,McDonald's | ™ƒø_™€ø¿™š™Êø_™‹ø¿ø_,Resraurant,3717,24.78716879,46.66074838
4ea9bbd302d52c460a8980d5,Tutti Cafe | ø£™Ê™šø_ø_ ø_™‹™‰™ˆ™šø©,Resraurant,12950,24.79534398,46.6558928
4d4be007f523a143698f6f9d,Food Court ™‰ø_™ƒ ø_™‹™ƒø‡ø_ø_™ƒ,Food Court,619,24.74306883,46.6790671
4d4be007f523a143698f6f9d,Maya La Chocolaterie,Food Court,2279,24.74208446,46.68056684
4fd073eae4b03518ead765e2,Sahara Mall Foodcourt | ø±ø¿™ˆø© ™ƒø‡ø_ø_™ƒ øµø_ø_ø±™Š ™ƒ™š™‹,Food Court,1355,24.74003804,46.68213738
4fd073eae4b03518ead765e2,BurgerFuel | øÂø±ø_ø± ™™_™š™‹,Food Court,1527,24.74001061,46.68223858
4fd073eae4b03518ead765e2,Fuddruckers | ™ø¿ø±™€ø±ø_,Food Court,3243,24.74012754,46.68210983
4fd073eae4b03518ead765e2,Tamimi Markets ø£ø_™šø_™‰ ø_™‹øÈ™ƒ™_™ƒ™_,Food Court,7569,24.736669,46.68378815
50013226e4b025b2580c51aa,Cold Stone Creamery,Ice Cream Shop,909,24.74317947,46.68027444
55f5a11e498e0e311c40c623,Chocolate Bar | øÈøÇ™š™€™‹øÈ øÂø_ø±,Bakery,1372,24.76736781,46.71629576
4ed06c63b8f7971d6aaff4b6,Dunkin' Donuts | ø¿ø_™Ê™€™Ê ø¿™š™ÊøÈø_,Donut Shop,2016,24.72840902,46.68978325
4f58742ae4b0e48a878ebeb7,Baskin Robins,Dessert Shop,296,24.72857049,46.68976438
4eb6ffc530f8d0f18d0507bf,Baskin Robbinsä‹¢ øÂø_ø_™€™Ê ø±™šøÂ™Êø_,Ice Cream Shop,837,24.73683701,46.70751804
4e88ab018b81affddc4d1f91,Quiznos Sub,Resraurant,870,24.73228367,46.69709532
4ecfd1a06c2510ace0371373,Shoe Arena øÇ™š ø£ø±™_™Êø_,Shoe Store,45,24.65997593,46.78308978
502d7916e4b0648636b82c30,Texas Chicken,Restaurant,294,24.730431,46.671424
502d7916e4b0648636b82c30,Starbucks | ø_øÈø_ø±øÂ™€ø_,Restaurant,27385,24.73056174,46.67179067
4c798fc193ef236aa517b00f,Sugar Sprinkles | ø±øÇø_øÈ ø_™‹ø_™€ø±,Dessert Shop,5187,24.7355176,46.64836995
4f4bd898e4b0927adc54c536,Takhassusi St | øÇø_ø±ø_ ø_™‹øÈø¬øµøµ™_,Road,10052,24.72258694,46.65528774
50ffb51fe4b0a49395f7f300,Coffee Day | ™_™š™ƒ ø_™‹™‰™ˆ™šø©,Coffee Shop,1414,24.80606786,46.65066533
50ffb51fe4b0a49395f7f300,ø£ø_™šø_™‰ ø_™‹øÈ™ƒ™_™ƒ™_ | Tamimi Market,Coffee Shop,8883,24.82011004,46.64234211
54d9b9fa498ea38f91e08406,Danube | ø_™‹ø¿ø_™Ê™šøÂ,Supermarket,598,24.80841486,46.61690504
54f48dd8498e5a79cca0d7e5,Bread Talk | øÂø±ø¿ øÈ™š™€,Bakery,200,24.808331,46.616866
4f78ad95e4b00562b70989fa,PappaRoti | øÂø_øÂø_ø±™šøÈ™_,Bakery,1528,24.74223873,46.6811045
4f78ad95e4b00562b70989fa,Danube | ø_™‹ø¿ø_™Ê™šøÂ,Bakery,7903,24.74270811,46.67965662
4f78ad95e4b00562b70989fa,Applebee's,Bakery,1944,24.74200892,46.68011409
55a923d5498e3f6acc563a51,Wokx,Restaurant,64,24.76728391,46.71630048
54a97aa3498e1d3830c722a6,Nespresso | ™Êø_øÂø±™_ø_™š,Coffee Shop,304,24.76720176,46.71458729
54a97aa3498e1d3830c722a6,Virgin Megastore | ™™_ø±øå™Ê ™ƒ™_øåø_ ø_øÈ™šø±,Coffee Shop,1379,24.76694188,46.7163524
54a97aa3498e1d3830c722a6,PAUL | ™_™š™‹,Coffee Shop,1436,24.76731958,46.71633352
54a97aa3498e1d3830c722a6,ø_™ƒ™_øÈ ø_ø_ø±ø_™_ | Simit SarayÛ±,Coffee Shop,719,24.76656555,46.71493181
4c01291ccf3aa5935b88ccb0,Amigos | ø_™ƒ™_øå™šø_,Restaurant,1042,24.72912659,46.69256171
4c01291ccf3aa5935b88ccb0,Tamimi Markets ø_ø_™šø_™‰ ø_™‹øÈ™ƒ™_™ƒ™_,Restaurant,5535,24.72776167,46.68953955
52c43f83498e0450ea105486,Olaya View | ø_™‹ø_™‹™_ø_ ˜_™_™š,Mall,1025,24.71376457,46.67235653
52c43f83498e0450ea105486,Al Masaa | ø_™‹™ƒø_ø_øç,Mall,10989,24.71295595,46.67318646
4b897856f964a520503932e3,øåø_˜_ø_ øÈø_™_™ƒ | Java Time,Restaurant,9863,24.68073287,46.67687416
4b897856f964a520503932e3,Aldiriyah | ø_™‹ø¿ø±ø_™_ø©,Restaurant,19759,24.74235724,46.57704882
4f252b1be4b006e5c2e68f30,Sultan Coffee | ø_™‹ø‡ø_™Ê ø_™‹™‰™ˆ™šø©,Coffee Shop,5341,24.7212811,46.65611435
4f252b1be4b006e5c2e68f30,Wayne's Coffee | ™šø_™_™Êø_ ™€™š™™_,Coffee Shop,12445,24.71517842,46.65994222
51b22ffa498eec8aca67b1d4,Whites pharmacy,Shop,539,24.7143545,46.66084266
51b22ffa498eec8aca67b1d4,Boardwalk Burgers & Fries | øÂ™šø±ø¿™š™€ øÂø±øåø±,Shop,9432,24.7171554,46.65892394
553a0ac0498e07485ab6eb39,ø¿ø_™Ê™€™Ê ø¿™š™ÊøÈø_ | Dunkin' Donuts,Coffee Shop,362,24.80171232,46.60347325
560a6995498e3c55b65fd97f,Starbucks I ø_øÈø_ø±øÂ™€ø_,Bakery,6413,24.8085693,46.61726302
560a6995498e3c55b65fd97f,Tamimi Markets I ø£ø_™šø_™‰ ø_™‹øÈ™ƒ™_™ƒ™_,Bakery,1041,24.80161558,46.60343558
4c0e96c1c6cf76b028fb8051,McDonald's ™ƒø_™€ø¿™š™Êø_™‹ø¿ø_,Restaurant,2887,24.69688029,46.70373291
4c2c9f6ab34ad13aba8cebce,AlJazeera Supermarket | ø_ø_™šø_™‰ ø_™‹øåø_™_ø±ø©,Supermarket,2743,24.70635114,46.68790587
5318cc05498e56c34b1ff045,ø_™‹øÇ™ƒø_ ™š ø_™‹ø±™ƒø_™‹ ™‹™‹øÂø_ø_ø_ø_ ø_™‹™ƒø¬™ø_ø© || sun & sand sports Factory outlet,Shop,96,24.71278594,46.67237539
4c84299051ada1cdb8ca2c10,Al-Musafir | ™ƒ™‰™ˆ™Š ø_™‹™ƒø_ø_™ø±,Hookah Bar,2111,24.85223651,46.60254089
4cc9bc93d338236a9c6ba47c,Centrepoint,Shop,841,24.70508507,46.66429843
51e84d06498ea35b580546b1,Mango juice ø_øµ™_ø± ™ƒ™Êøåø_,Juice Bar,3061,24.7069265,46.66287461
51e84d06498ea35b580546b1,Hitteen Plaza | ø_ø‡™_™Ê øÂ™‹ø_ø_ø_,Juice Bar,15331,24.75352339,46.61017928
51e84d06498ea35b580546b1,Karem Cafe | ™ƒ™‰™ˆ™Š ™€ø±™_™ƒ,Juice Bar,12345,24.67567677,46.66904637
51e84d06498ea35b580546b1,AlSunbulah | ø_™‹ø_™ÊøÂ™‹ø©,Juice Bar,6288,24.70065887,46.67416259
51e84d06498ea35b580546b1,Lula Restaurant ™ƒø‡ø_™ƒ ø_™‹™‹ø_™‹ø_™ˆ,Juice Bar,5323,24.68300483,46.67657706
561920ab498e0c5c48df227d,Helen's | ™ˆ™™‹™™Ê,Cupcake Shop,83,24.801695,46.603491
561920ab498e0c5c48df227d,Le Moulin Bakery | ™ƒø¬øÂø_ ™‹™š ™ƒ™š™‹ø_,Cupcake Shop,289,24.801635,46.603658
5540d43b498eccfc106a61f6,Starbucks | ø_øÈø_ø±øÂ™€ø_,Resraurant,30838,24.676143,46.67635
51816e24498e208c8ca3f1bd,Whites pharmacy øµ™_ø¿™‹™_ø© ™šø_™_øÈø_,Drugstore / Pharmacy,115,24.70643299,46.6884153
4d1de1b8dd6a236a44642138,Dunkin' Donuts | ø¿ø_™Ê™€™Ê ø¿™š™ÊøÈø_,Donut Shop,3438,24.70438107,46.68207228
4d1de1b8dd6a236a44642138,Alaqaria Mall | ø£ø_™šø_™‰ ø_™‹ø_™‰ø_ø±™_ø©,Donut Shop,4181,24.70442487,46.6821421
4dbd47e20cb691071cb6454a,T.G.I. Friday's | ™ø±ø_™_ø¿™_ø_,Coffee Shop,7386,24.70482438,46.66470861
4dbd47e20cb691071cb6454a,Anoosh ø_™Ê™šøÇ,Coffee Shop,3377,24.71459134,46.66080023
4b838dfcf964a520950931e3,Mirage | ™ƒ™_ø±ø_øå,Restaurant,8226,24.70885767,46.66302076
4b838dfcf964a520950931e3,Telecom Mall ™ƒøå™ƒø_ ø_™‹ø_øÈøµø_™‹ø_øÈ,Restaurant,3715,24.70847805,46.66227586
4b838dfcf964a520950931e3,Dunkin' Donuts | ø¿ø_™Ê™€™Ê ø¿™š™ÊøÈø_,Restaurant,7168,24.708113,46.661667
4b838dfcf964a520950931e3,Tutti CafíÂ | ø£™Ê™šø_ø_ ø_™‹™‰™ˆ™šø©,Restaurant,35804,24.69309847,46.67364387
4bea77e6a9900f47f3841640,Hardee's ™ˆø_ø±ø¿™_™_ø_,Resraurant,787,24.70442799,46.66523195
4bea77e6a9900f47f3841640,Euromarche | ™_™šø±™š™ƒø_ø±øÇ™_™ˆ,Resraurant,5575,24.70615723,46.66386939
555c9aa6498e86f0d8a20e2d,Panda Express | øÂø_™Êø¿ø_ ø_™€ø_øÂø±ø_,Restaurant,801,24.69669012,46.70220496
555c9aa6498e86f0d8a20e2d,Starbucks | ø_øÈø_ø±øÂ™€ø_,Restaurant,542,24.69743576,46.7018794
555c9aa6498e86f0d8a20e2d,Steak 'n Shake | ø_øÈ™_™€ ø_™Êø¿ øÇ™_™€,Restaurant,2875,24.69726293,46.70308729
4d04b06554d0236a6594f0d5,Starbucks | ø_øÈø_ø±øÂ™€ø_,Coffee Shop,9774,24.70454573,46.67927461
4d04b06554d0236a6594f0d5,Shawarma House | øÂ™_øÈ ø_™‹øÇø_™šø±™ƒø_,Coffee Shop,5928,24.70843854,46.68735399
51120d23e4b0fe8b7a8d994b,ø_™‹ø_ø_øÁø±™_ø© | Alatheriya,Campground,9723,25.1047004,46.63796426
4f3d6f66e4b0e602915a447c,Rimal Shisha | ™ƒ™‰™ˆ™Š ø_™‹ø±™ƒø_™‹,Hookah Bar,3435,24.87020448,46.80593999
4f4a7820e4b07165fb4b3bcb,øÂ™‹™_™‹ø© ™š™‹ø¿ ø_™‹ø¿™_ø±ø©,Food Truck,648,24.83771399,46.7413632
4e88b75429c2ea60eefec400,™ƒ™‰™ˆ™Š ø_™‹ø¿ø±™šø_ø_ø©,Coffee Shop,1856,24.86588652,46.79919351
4e88b75429c2ea60eefec400,Al Thumamah | ø_™‹ø‚™ƒø_™ƒø©,Coffee Shop,14452,24.85408635,46.77610065
4eeb82628b814fef89abbc58,The CríÈpe cafíÂ,Bakery,3316,24.69610883,46.70207757
5012fb8de4b0f8ec77f1da9d,Golden Brown | ™‰™š™‹ø¿™Ê øÂø±ø_™š™Ê,Cupcake Shop,1430,24.69609594,46.70221567
4bcf4b08b221c9b61dc0d1d0,Dunkin' Donuts | ø¿ø_™Ê™€™Ê ø¿™š™ÊøÈø_,Donut Shop,2370,24.69226878,46.69332593
4cd190ef7b685481edc9c7f8,Assaraya Turkish Restaurant | ™ƒø‡ø_™ƒ ø_™‹ø_ø±ø_™_ø_ ø_™‹øÈø±™€™_,Dessert Shop,4491,24.69298,46.69538
4bcc31a7b6c49c74e64b9391,Chili's | øÈøÇ™_™‹™_ø_,Restaurant,11681,24.70348436,46.70134664
4bcc31a7b6c49c74e64b9391,Tao | øÈø_™š,Restaurant,46252,24.69986628,46.69135879
5187a8c1498ea7ade1f0fea5,Red Lobster | ø±™_ø¿ ™‹™šøÂø_øÈø±,Restaurant,4672,24.80088596,46.74035743
5187a8c1498ea7ade1f0fea5,Longhorn Restaurant ™‹™š™Êøå ™ˆ™šø±™Ê ø_øÈ™_™€ ™ˆø_™šø_,Restaurant,5634,24.80097168,46.74074463
5187a8c1498ea7ade1f0fea5,Umam Sheesha Cafe | ™ƒ™‰™ˆ™Š ø_¥é‡™ƒ™ƒ,Restaurant,3392,24.82977585,46.79270318
54b82104498ed2e15d56349d,Coffee Day | ™_™š™ƒ ø_™‹™‰™ˆ™šø©,Coffee Shop,553,24.80802625,46.73678781
4b71035af964a52053372de3,Java Time | øåø_™ø_ øÈø_™_™ƒ,Coffee Shop,3595,24.764943,46.750949
4f744674e4b026e79186b5e4,™ƒ™ÊøÈø_™ˆ øÂ™ÊøÂø_™Ê ø_™‹™šø‡™Ê™_,Campground,627,25.00951082,46.59704122
5273c53111d2ec099a13fe9a,™ƒø¬™_™ƒ ø_™‹ø_™€ø±™šøÈ™_ø©,Nightclub,52,25.133233,46.597556
526bc398498edc288cd3af17,™ƒø¬™_™ƒ ø_™‹ø_ø±™€ø_™Ê | AlHarkan Camp,Campground,88,25.050894,46.64782322
4f6b3475e4b0b949c4bff64e,ø_™‹™ˆø±™ƒ ø_™‹™€øÂ™_ø± - ø_™‹™ˆø±™ƒ ø_™‹™€øÂ™_ø± - The Big Pyramid,Mountain,455,25.19719338,46.53649561
4f8dfd2ce4b0cb22872a2bf3,Dunkin' Donuts | ø¿ø_™Ê™€™Ê ø¿™š™ÊøÈø_,Donut Shop,1920,24.81863919,46.68666061
4f82f949e4b0c7b857825375,Dairy Queen ø¿™_ø±™_ ™€™š™_™Ê,Dessert Shop,629,24.81874918,46.68672193
4f8dfe66e4b0036b6ebffec4,Domino's Pizza | ø¿™š™ƒ™_™Ê™šø_ øÂ™_øÈø_ø_,Pizza Place,428,24.81875,46.68665118
51e06a2b498ed38b41183bea,dr.CAFE COFFEE | ø¿. ™€™_™,Coffee Shop,404,24.663362,46.704217
51e06a2b498ed38b41183bea,Lulu Hypermarket | ™‹™š™‹™š ™ˆø_™_øÂø±™ƒø_ø±™€øÈ,Coffee Shop,6453,24.66398904,46.7037573
4f561bcae4b0d0433013e4ee,™€™_™€ø±™_ | Cakery,Cupcake Shop,1102,24.69532563,46.70280419
4f561bcae4b0d0433013e4ee,Lilou Artisan Patisserie,Cupcake Shop,4841,24.69482679,46.70219553
4f561bcae4b0d0433013e4ee,BurgerFuel | øÂø±ø_ø± ™™_™š™‹,Cupcake Shop,15362,24.6976738,46.70421028
4f561bcae4b0d0433013e4ee,Sugar Sprinkles,Cupcake Shop,1308,24.69602892,46.70148779
4e99dbdfbe7bc875aa42960b,Patchi | øÂø_øÈøÇ™_,Chocolate Shop,406,24.69290841,46.69467042
4e99dbdfbe7bc875aa42960b,LeníÇtre | ™‹™š™Ê™šøÈø±,Chocolate Shop,1287,24.69313033,46.69519407
4e99dbdfbe7bc875aa42960b,Starbucks | ø_øÈø_ø±øÂ™€ø_,Chocolate Shop,6787,24.69325032,46.69545355
4f47ce0be4b0c8395ee2c605,Bostani | øÂø_øÈø_™Ê™_,Dessert Shop,452,24.69046739,46.68861341
4ba24acef964a52067ea37e3,Applebee's | ø£øÂ™‹ øÂ™_ø_,Restaurant,3443,24.76548237,46.75464789
52efd23b11d2203926fb13d2,Al Nakheel Mall | ø_™‹™Êø¬™_™‹ ™ƒ™š™‹,Coffee Shop,17919,24.76793345,46.71485158
52efd23b11d2203926fb13d2,Al-Nada Plaza | ø_™‹™Êø¿™Š øÂ™‹ø_ø_ø_,Coffee Shop,2066,24.80613314,46.69297212
4ff8433ee4b002d4d3d4992c,Panda | øÂ™Êø¿™ˆ,Grocery Store,943,24.80629429,46.69291079
4ff8433ee4b002d4d3d4992c,Tamimi Markets | ø£ø_™šø_™‰ ø_™‹øÈ™ƒ™_™ƒ™_,Grocery Store,9579,24.81884365,46.68668891
51865d865019e19c41709a6b,McDonald's | ™ƒø_˜¿ø¿™š™Êø_™‹™óø¿ø_,Resraurant,2295,24.80570746,46.69336438
555f6da2498eb806fd973388,Madareem Compound,Hookah Bar,48,24.80423053,46.71539904
51929f90498e72002b46a05a,The Sandwich Co. | øÁø_ ø_ø_™Êø¿™šøÈøÇ ™€™š™ƒøÂø_™Ê™_,Resraurant,1506,24.80604595,46.69293438
51929f90498e72002b46a05a,Burgeronomy | øÂø±øåø±™š™Ê™š™ƒ™_,Resraurant,8878,24.80613598,46.69305325
4ff58b5ae4b038644a9a08be,Albustan Restaurant,Restaurant,585,24.66656856,46.69118897
4e7b3595dab41c8304c23e3e,InterContinental Riyadh Bowling Alley,Bowling Alley,828,24.66708331,46.69179278
4e7b3595dab41c8304c23e3e,Localizer Mall | ™‹™š™€ø_™‹ø_™_ø_ø±,Bowling Alley,16350,24.69916418,46.69169372
4e7b3595dab41c8304c23e3e,Fuddruckers | ™ø¿ø±™€ø±ø_,Bowling Alley,19666,24.68906468,46.67383721
4e7b3595dab41c8304c23e3e,Burger Boutique | øÂø±øåø± øÂ™šøÈ™_™€,Bowling Alley,29011,24.70298828,46.67886431
4f3566dde4b0d605a55343aa,Mondo Resturent & Loung,Diner,454,24.66799343,46.69175504
4e779471d22d80eb34249414,Aldiwan T Lounge,Coffee Shop,261,24.6671138,46.69099556
5049e167e4b0568d3c3d5d5d,The Palms Golf Club,Golf Course,388,24.66879538,46.69046723
5049e167e4b0568d3c3d5d5d,InterContinental | ø«™ÊøÈø±™€™š™ÊøÈ™_™Ê™_™ÊøÈø_™‹,Golf Course,10485,24.66698639,46.69142246
4f08a3e6e4b0540ca2543782,Mama Noura | ™ƒø_™ƒø_ ™Ê™šø±ø©,Restaurant,5774,24.69164565,46.7016718
4f08a3e6e4b0540ca2543782,dr.CAFE COFFEE | ø¿. ™€™_™,Restaurant,6622,24.68574201,46.70634779
4c192a06d4d9c928c28df029,Ketchup | ™€ø_øÈøÇøÂ,Restaurant,2077,24.70194433,46.69129372
4c192a06d4d9c928c28df029,Cioccolat Italiani | øÇ™š™€™‹™_øÈ ø_™_øÈø_™‹™_ø_™Ê™_,Restaurant,14053,24.6971783,46.68565594
4c192a06d4d9c928c28df029,Dairy Queen | ø¿™_ø±™_ ™€™š™_™Ê,Restaurant,6546,24.70055741,46.69236829
54a2adb4498e1c9f0f01199b,Marble Slab Creamery,Supermarket,376,24.80777009,46.7369814
553019f9498ef7e26706245c,Wok To Walk | ™š™€ øÈ™š ™š™š™€,Restaurant,288,24.80755127,46.73694834
543434a0498e92eb4a7edc7e,Piatto | øÂ™_ø_øÈ™š,Coffee Shop,951,24.80868674,46.73543275
543434a0498e92eb4a7edc7e,Tamimi Markets | ø_™šøÂø±™ƒø_ø±™€øÈ ø_™‹øÈ™ƒ™_™ƒ™_,Coffee Shop,1235,24.80731253,46.73712776
54b4275b498e143afedbd2ce,øÇø_™šø±™ƒø± | Shawarmer,Restaurant,147,24.80785435,46.73685391
4b7fff0bf964a520924930e3,Dunkin' Donuts | ø¿ø_™Ê™€™Ê ø¿™š™ÊøÈø_,Donut Shop,3412,24.7670611,46.75571062
51081ee0e4b093dcac39e0ec,Kudu | ™€™šø¿™š,Restaurant,634,24.80643775,46.6929391
51081ee0e4b093dcac39e0ec,Starbucks | ø_øÈø_ø±øÂ™€ø_,Restaurant,8425,24.8058146,46.69315138
519e2a43498e352a6e5be4de,Just Falafel | øåø_øÈ ™™‹ø_™™‹,Falafel Restaurant,320,24.80612762,46.69299099
50716385e4b0559b4dbfcd84,Rotiboy | ø±™šøÈ™_ øÂ™š™_,Coffee Shop,363,24.806264,46.692941
5155aaffe4b0ea6b60f6a57a,Baskin Robbins | øÂø_ø_™€™Ê ø±™šøÂ™Êø_,Ice Cream Shop,268,24.8061,46.692861
4be84fce88ed2d7f9bb7cb1d,The Sandwich Co,Coffee Shop,950,24.68299763,46.6977511
4bcc8fa2b6c49c7455f09391,KFC | ™€™ÊøÈø_™€™_,Fried Chicken Joint,259,24.69199499,46.70112202
4f0c62ade4b0065899e607da,Praline | øÂø±ø_™‹™_™Ê,Bakery,3701,24.7026117,46.69169843
4f0c62ade4b0065899e607da,Munch Bakery | ™ƒ™ÊøÇ øÂ™_™€ø±™_,Bakery,7763,24.701632,46.691744
4f0c62ade4b0065899e607da,Coffee Shop Bateel | ™€ø_™™_™ˆ øÂøÈ™_™‹,Bakery,25435,24.6997348,46.69093895
54bd3160498e8cea0236caff,Al Ebdaa Plaza | ø_™‹ø«øÂø¿ø_ø_ øÂ™‹ø_ø_ø_,Plaza,204,24.8096768,46.73477647
54bd3160498e8cea0236caff,Fire Grill | ™ø_™_ø± øåø±™_™‹,Plaza,629,24.80879129,46.73527694
536e07f8498ee2f0d56d8f91,Zaatar w Zeit | ø_ø_øÈø± ™š ø_™_øÈ,Restaurant,1320,24.81769397,46.7319343
536e07f8498ee2f0d56d8f91,Starbucks | ø_øÈø_ø±øÂ™€ø_,Restaurant,2354,24.80936994,46.73501726
536e07f8498ee2f0d56d8f91,Danube | ø_™‹ø¿ø_™Ê™šøÂ,Restaurant,1545,24.80987328,46.73444598
4ba6f421f964a5209f7939e3,Eastern Ring Road | ø_™‹ø‡ø±™_™‰ ø_™‹ø¿ø_ø_ø±™_ ø_™‹øÇø±™‰™_,Road,16157,24.74210574,46.74820109
4fae7373e4b08a2bb957d118,Dunkin' Donuts | ø¿ø_™Ê™€™Ê ø¿™š™ÊøÈø_,Donut Shop,9997,24.75355424,46.72396101
4fae7373e4b08a2bb957d118,Java Time | øåø_˜_ø_ øÈø_™_™ƒ,Donut Shop,11284,24.75814919,46.7338747
4f2aac55e4b04e33baa7e9ca,Khafif | ø¬™™_™,Restaurant,397,24.76713644,46.75575313
51462363e4b0634beae34f19,The Sandwich Co.,Resraurant,454,24.77968088,46.78796242
51462363e4b0634beae34f19,Tamimi Markets | ø£ø_™šø_™‰ ø_™‹øÈ™ƒ™_™ƒ™_,Resraurant,3881,24.77963938,46.78822237
520533d411d28fa52eae759b,Rotiboy |  ø±™šøÈ™_ øÂ™š™_,Coffee Shop,200,24.77975825,46.78811366
50ddf988e4b0a2f2fe7b2a37,Kudu | ™€™šø¿™š,Restaurant,171,24.77949971,46.78837361
5229a4d38bbd9e033d6ef618,Boots pharmacy | øµ™_ø¿™‹™_ø© øÂ™šøÈø_,Drugstore / Pharmacy,69,24.77952641,46.78871155
4eff5130b8f787cad09ace8d,Saadeddin Pastry ø_™‹™š™_ø_øÈ ø_ø_ø¿ø_™‹ø¿™_™Ê,Dessert Shop,323,24.76699264,46.75564922
506f16bfe4b0eefb57fca019,Ben's Cookies | øÂ™Êø_ ™€™š™€™_ø_,Coffee Shop,523,24.76717506,46.75581454
4ea2f07e722ec75ade815508,Fuddruckers | ™ø¿ø±™€ø±ø_,Supermarket,10004,24.76764867,46.75704262
4ea2f07e722ec75ade815508,Whites Pharmacy,Supermarket,1049,24.76686813,46.75557365
50ae0262e4b042e77fd721ab,Chili's | øÈøÇ™_™‹™_ø_,Restaurant,4947,24.76747899,46.75680645
50ae0262e4b042e77fd721ab,Granada Center | ™ƒø±™€ø_ ø_ø±™Êø_ø‡ø©,Restaurant,43501,24.78086629,46.7307682
50ae0262e4b042e77fd721ab,Alwan Hookah Bar | ™ƒ™‰™ˆ™Š ™š™ƒ™ÊøÈø_™ˆ ø_™‹™šø_™Ê,Restaurant,7024,24.82710995,46.79398416
4bc223d074a9a59359d2d2f6,Computer Market | ø_ø±ø_øå ø_™‹™€™ƒøÂ™_™šøÈø±,Electronics Store,3619,24.68179752,46.69057101
4bc223d074a9a59359d2d2f6,Smash Burger | ø_™ƒø_øÇ øÂø±øåø±,Electronics Store,15590,24.68950298,46.6867974
4bc223d074a9a59359d2d2f6,Al-Faisaliah Tower | øÂø±øå ø_™‹™™_øµ™‹™_ø©,Electronics Store,24356,24.6902647,46.68509937
4c4be510712ac9284c068a6d,Pane Piatto | øÂø_™Ê™_ øÂ™_ø_øÈ™š,Resraurant,576,24.68293515,46.69746802
4c4be510712ac9284c068a6d,Java Time | øåø_™ø_ øÈø_™_™ƒ,Resraurant,4401,24.68258512,46.69700146
4f817c97e4b0c7b85619c02f,Anatolia | ø£™Êø_øÈ™š™‹™_ø_,Turkish Restaurant,2987,24.69531613,46.68288231
4f817c97e4b0c7b85619c02f,White Garden Cafe | ™šø_™_øÈ ™‰ø_ø±ø¿™Ê ™€ø_™™_™ˆ,Turkish Restaurant,9566,24.69432188,46.683864
